food_id,food_name,category,ingredient_order,ingredient_name,ingredient_type,reason_if_unhealthy,health_concern_tag,ingredient_note
81,Canned Mixed Fruit Syrup,Canned Foods,5,Dehydrated Vegetables,Healthy,,,Adds some micronutrients and flavor.
81,Canned Mixed Fruit Syrup,Canned Foods,6,Spice Mix,Neutral,,,Used for taste and aroma.
82,Packaged Lemon Cake,Bakery,1,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
82,Packaged Lemon Cake,Bakery,2,Glucose Syrup,Unhealthy,Rapidly absorbed sugar source that may raise blood sugar quickly.,High glycemic load,
82,Packaged Lemon Cake,Bakery,3,Refined Wheat Flour,Unhealthy,Low fiber and highly refined; may not support blood sugar control well.,Refined carb,
82,Packaged Lemon Cake,Bakery,4,Palm Oil,Unhealthy,High in saturated fat and commonly used in processed foods.,Saturated fat,
82,Packaged Lemon Cake,Bakery,5,Cocoa Powder,Neutral,,,Used for flavor; can be fine in moderate amounts.
82,Packaged Lemon Cake,Bakery,6,Soy Lecithin,Neutral,,,Emulsifier commonly used for texture and consistency.
83,Instant Rasam Mix,Ready Meals,1,Refined Wheat Flour,Unhealthy,Refined base with lower fiber and faster digestion.,Refined carb,
83,Instant Rasam Mix,Ready Meals,2,Palm Oil,Unhealthy,"Common processed fat source, often raising saturated fat content.",Saturated fat,
83,Instant Rasam Mix,Ready Meals,3,Salt,Unhealthy,Excess sodium may affect blood pressure and kidney health.,High sodium,
83,Instant Rasam Mix,Ready Meals,4,Monosodium Glutamate,Unhealthy,May be a sensitivity trigger for some people and often comes with salty flavor profiles.,Additive sensitivity,
83,Instant Rasam Mix,Ready Meals,5,Dehydrated Vegetables,Healthy,,,Adds some micronutrients and flavor.
83,Instant Rasam Mix,Ready Meals,6,Spice Mix,Neutral,,,Used for taste and aroma.
84,Instant Curry Paste,Ready Meals,1,Refined Wheat Flour,Unhealthy,Refined base with lower fiber and faster digestion.,Refined carb,
84,Instant Curry Paste,Ready Meals,2,Palm Oil,Unhealthy,"Common processed fat source, often raising saturated fat content.",Saturated fat,
84,Instant Curry Paste,Ready Meals,3,Salt,Unhealthy,Excess sodium may affect blood pressure and kidney health.,High sodium,
84,Instant Curry Paste,Ready Meals,4,Monosodium Glutamate,Unhealthy,May be a sensitivity trigger for some people and often comes with salty flavor profiles.,Additive sensitivity,
84,Instant Curry Paste,Ready Meals,5,Dehydrated Vegetables,Healthy,,,Adds some micronutrients and flavor.
84,Instant Curry Paste,Ready Meals,6,Spice Mix,Neutral,,,Used for taste and aroma.
85,Ready Biryani Pack,Ready Meals,1,Refined Wheat Flour,Unhealthy,Refined base with lower fiber and faster digestion.,Refined carb,
85,Ready Biryani Pack,Ready Meals,2,Palm Oil,Unhealthy,"Common processed fat source, often raising saturated fat content.",Saturated fat,
85,Ready Biryani Pack,Ready Meals,3,Salt,Unhealthy,Excess sodium may affect blood pressure and kidney health.,High sodium,
85,Ready Biryani Pack,Ready Meals,4,Monosodium Glutamate,Unhealthy,May be a sensitivity trigger for some people and often comes with salty flavor profiles.,Additive sensitivity,
85,Ready Biryani Pack,Ready Meals,5,Dehydrated Vegetables,Healthy,,,Adds some micronutrients and flavor.
85,Ready Biryani Pack,Ready Meals,6,Spice Mix,Neutral,,,Used for taste and aroma.
86,Ready Fried Rice Pack,Ready Meals,1,Refined Wheat Flour,Unhealthy,Refined base with lower fiber and faster digestion.,Refined carb,
86,Ready Fried Rice Pack,Ready Meals,2,Palm Oil,Unhealthy,"Common processed fat source, often raising saturated fat content.",Saturated fat,
86,Ready Fried Rice Pack,Ready Meals,3,Salt,Unhealthy,Excess sodium may affect blood pressure and kidney health.,High sodium,
86,Ready Fried Rice Pack,Ready Meals,4,Monosodium Glutamate,Unhealthy,May be a sensitivity trigger for some people and often comes with salty flavor profiles.,Additive sensitivity,
86,Ready Fried Rice Pack,Ready Meals,5,Dehydrated Vegetables,Healthy,,,Adds some micronutrients and flavor.
86,Ready Fried Rice Pack,Ready Meals,6,Spice Mix,Neutral,,,Used for taste and aroma.
87,Flavored Popcorn,Snacks,1,Potatoes or Corn Base,Neutral,,,Main starch base of the snack.
87,Flavored Popcorn,Snacks,2,Vegetable Oil,Unhealthy,"Adds significant fat and calories, especially when repeatedly heated during processing.",Processed fat,
87,Flavored Popcorn,Snacks,3,Salt,Unhealthy,High sodium may increase blood pressure and fluid retention risk.,High sodium,
87,Flavored Popcorn,Snacks,4,Flavor Enhancers,Unhealthy,Can encourage overconsumption and often raise sodium load.,High sodium/additives,
87,Flavored Popcorn,Snacks,5,Spices,Neutral,,,Used for flavoring.
87,Flavored Popcorn,Snacks,6,Antioxidants,Neutral,,,Added to preserve shelf life of oils.
88,Butter Popcorn,Snacks,1,Potatoes or Corn Base,Neutral,,,Main starch base of the snack.
88,Butter Popcorn,Snacks,2,Vegetable Oil,Unhealthy,"Adds significant fat and calories, especially when repeatedly heated during processing.",Processed fat,
88,Butter Popcorn,Snacks,3,Salt,Unhealthy,High sodium may increase blood pressure and fluid retention risk.,High sodium,
88,Butter Popcorn,Snacks,4,Flavor Enhancers,Unhealthy,Can encourage overconsumption and often raise sodium load.,High sodium/additives,
88,Butter Popcorn,Snacks,5,Spices,Neutral,,,Used for flavoring.
88,Butter Popcorn,Snacks,6,Antioxidants,Neutral,,,Added to preserve shelf life of oils.
89,Salted Peanuts Pack,Snacks,1,Potatoes or Corn Base,Neutral,,,Main starch base of the snack.
89,Salted Peanuts Pack,Snacks,2,Vegetable Oil,Unhealthy,"Adds significant fat and calories, especially when repeatedly heated during processing.",Processed fat,
89,Salted Peanuts Pack,Snacks,3,Salt,Unhealthy,High sodium may increase blood pressure and fluid retention risk.,High sodium,
89,Salted Peanuts Pack,Snacks,4,Flavor Enhancers,Unhealthy,Can encourage overconsumption and often raise sodium load.,High sodium/additives,
89,Salted Peanuts Pack,Snacks,5,Spices,Neutral,,,Used for flavoring.
89,Salted Peanuts Pack,Snacks,6,Antioxidants,Neutral,,,Added to preserve shelf life of oils.
90,Honey Roasted Peanuts,Snacks,1,Potatoes or Corn Base,Neutral,,,Main starch base of the snack.
90,Honey Roasted Peanuts,Snacks,2,Vegetable Oil,Unhealthy,"Adds significant fat and calories, especially when repeatedly heated during processing.",Processed fat,
90,Honey Roasted Peanuts,Snacks,3,Salt,Unhealthy,High sodium may increase blood pressure and fluid retention risk.,High sodium,
90,Honey Roasted Peanuts,Snacks,4,Flavor Enhancers,Unhealthy,Can encourage overconsumption and often raise sodium load.,High sodium/additives,
90,Honey Roasted Peanuts,Snacks,5,Spices,Neutral,,,Used for flavoring.
90,Honey Roasted Peanuts,Snacks,6,Antioxidants,Neutral,,,Added to preserve shelf life of oils.
91,Packaged Trail Mix Sweetened,Snacks,1,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
91,Packaged Trail Mix Sweetened,Snacks,2,Glucose Syrup,Unhealthy,Rapidly absorbed sugar source that may raise blood sugar quickly.,High glycemic load,
91,Packaged Trail Mix Sweetened,Snacks,3,Refined Wheat Flour,Unhealthy,Low fiber and highly refined; may not support blood sugar control well.,Refined carb,
91,Packaged Trail Mix Sweetened,Snacks,4,Palm Oil,Unhealthy,High in saturated fat and commonly used in processed foods.,Saturated fat,
91,Packaged Trail Mix Sweetened,Snacks,5,Cocoa Powder,Neutral,,,Used for flavor; can be fine in moderate amounts.
91,Packaged Trail Mix Sweetened,Snacks,6,Soy Lecithin,Neutral,,,Emulsifier commonly used for texture and consistency.
92,Sweet Lassi Bottle,Beverages,1,Milk Solids,Healthy,,,Provide protein and calcium.
92,Sweet Lassi Bottle,Beverages,2,Sugar,Unhealthy,Raises added sugar content and calorie density.,High sugar,
92,Sweet Lassi Bottle,Beverages,3,Cream,Unhealthy,Can increase saturated fat load.,Saturated fat,
92,Sweet Lassi Bottle,Beverages,4,Stabilizers,Neutral,,,Used for consistency and shelf life.
92,Sweet Lassi Bottle,Beverages,5,Fruit Puree or Flavor,Neutral,,,"May add taste, though sometimes only in small amounts."
92,Sweet Lassi Bottle,Beverages,6,Cultures,Healthy,,,Beneficial in fermented dairy products like yogurt.
93,Mango Drink,Beverages,1,Carbonated Water,Neutral,,,Base liquid component.
93,Mango Drink,Beverages,2,High Fructose Corn Syrup,Unhealthy,"Very high added sugar load; may contribute to insulin resistance, weight gain, and fatty liver risk when consumed often.",High sugar,
93,Mango Drink,Beverages,3,Citric Acid,Neutral,,,Used for tartness and preservation.
93,Mango Drink,Beverages,4,Artificial Flavors,Neutral,,,Used mainly to mimic or enhance taste.
93,Mango Drink,Beverages,5,Caffeine,Unhealthy,"May worsen caffeine sensitivity, palpitations, anxiety, or sleep disturbance in some people.",Stimulant,
93,Mango Drink,Beverages,6,Artificial Colors,Unhealthy,May trigger sensitivity or hyperactivity concerns in some individuals.,Additive sensitivity,
94,Artificially Flavored Water,Beverages,1,Carbonated Water,Neutral,,,Base liquid component.
94,Artificially Flavored Water,Beverages,2,High Fructose Corn Syrup,Unhealthy,"Very high added sugar load; may contribute to insulin resistance, weight gain, and fatty liver risk when consumed often.",High sugar,
94,Artificially Flavored Water,Beverages,3,Citric Acid,Neutral,,,Used for tartness and preservation.
94,Artificially Flavored Water,Beverages,4,Artificial Flavors,Neutral,,,Used mainly to mimic or enhance taste.
94,Artificially Flavored Water,Beverages,5,Caffeine,Unhealthy,"May worsen caffeine sensitivity, palpitations, anxiety, or sleep disturbance in some people.",Stimulant,
94,Artificially Flavored Water,Beverages,6,Artificial Colors,Unhealthy,May trigger sensitivity or hyperactivity concerns in some individuals.,Additive sensitivity,
95,Diet Soda,Beverages,1,Carbonated Water,Neutral,,,Base liquid component.
95,Diet Soda,Beverages,2,High Fructose Corn Syrup,Unhealthy,"Very high added sugar load; may contribute to insulin resistance, weight gain, and fatty liver risk when consumed often.",High sugar,
95,Diet Soda,Beverages,3,Citric Acid,Neutral,,,Used for tartness and preservation.
95,Diet Soda,Beverages,4,Artificial Flavors,Neutral,,,Used mainly to mimic or enhance taste.
95,Diet Soda,Beverages,5,Caffeine,Unhealthy,"May worsen caffeine sensitivity, palpitations, anxiety, or sleep disturbance in some people.",Stimulant,
95,Diet Soda,Beverages,6,Artificial Colors,Unhealthy,May trigger sensitivity or hyperactivity concerns in some individuals.,Additive sensitivity,
96,Zero Sugar Energy Drink,Beverages,1,Carbonated Water,Neutral,,,Base liquid component.
96,Zero Sugar Energy Drink,Beverages,2,High Fructose Corn Syrup,Unhealthy,"Very high added sugar load; may contribute to insulin resistance, weight gain, and fatty liver risk when consumed often.",High sugar,
96,Zero Sugar Energy Drink,Beverages,3,Citric Acid,Neutral,,,Used for tartness and preservation.
96,Zero Sugar Energy Drink,Beverages,4,Artificial Flavors,Neutral,,,Used mainly to mimic or enhance taste.
96,Zero Sugar Energy Drink,Beverages,5,Caffeine,Unhealthy,"May worsen caffeine sensitivity, palpitations, anxiety, or sleep disturbance in some people.",Stimulant,
96,Zero Sugar Energy Drink,Beverages,6,Artificial Colors,Unhealthy,May trigger sensitivity or hyperactivity concerns in some individuals.,Additive sensitivity,
97,Frozen Lasagna,Frozen Foods,1,Refined Flour or Breadcrumbs,Unhealthy,Processed coating/base with lower fiber.,Refined carb,
97,Frozen Lasagna,Frozen Foods,2,Processed Cheese or Fat,Unhealthy,Can increase saturated fat and sodium.,Saturated fat/high sodium,
97,Frozen Lasagna,Frozen Foods,3,Salt,Unhealthy,Raises sodium content substantially.,High sodium,
97,Frozen Lasagna,Frozen Foods,4,Stabilizers,Neutral,,,Used to maintain texture.
97,Frozen Lasagna,Frozen Foods,5,Protein Source,Healthy,,,"Provides protein, depending on product quality."
97,Frozen Lasagna,Frozen Foods,6,Herbs and Seasonings,Neutral,,,Used for flavor.
98,Frozen Garlic Bread,Frozen Foods,1,Refined Flour or Breadcrumbs,Unhealthy,Processed coating/base with lower fiber.,Refined carb,
98,Frozen Garlic Bread,Frozen Foods,2,Processed Cheese or Fat,Unhealthy,Can increase saturated fat and sodium.,Saturated fat/high sodium,
98,Frozen Garlic Bread,Frozen Foods,3,Salt,Unhealthy,Raises sodium content substantially.,High sodium,
98,Frozen Garlic Bread,Frozen Foods,4,Stabilizers,Neutral,,,Used to maintain texture.
98,Frozen Garlic Bread,Frozen Foods,5,Protein Source,Healthy,,,"Provides protein, depending on product quality."
98,Frozen Garlic Bread,Frozen Foods,6,Herbs and Seasonings,Neutral,,,Used for flavor.
99,Processed Chicken Spread,Spreads,1,Sugar,Unhealthy,Added sugar increases calorie load and may affect blood glucose.,High sugar,
99,Processed Chicken Spread,Spreads,2,Salt,Unhealthy,Can make the product high in sodium even in small servings.,High sodium,
99,Processed Chicken Spread,Spreads,3,Vinegar,Neutral,,,Used for acidity and preservation.
99,Processed Chicken Spread,Spreads,4,Preservatives,Unhealthy,Frequent intake of heavily preserved foods is generally less desirable.,Additive load,
99,Processed Chicken Spread,Spreads,5,Spices or Tomato Solids,Healthy,,,Can contribute flavor and some beneficial compounds depending on the source.
99,Processed Chicken Spread,Spreads,6,Thickeners,Neutral,,,Used for consistency and texture.
100,Canned Mushroom Soup,Canned Foods,1,Refined Wheat Flour,Unhealthy,Refined base with lower fiber and faster digestion.,Refined carb,
100,Canned Mushroom Soup,Canned Foods,2,Palm Oil,Unhealthy,"Common processed fat source, often raising saturated fat content.",Saturated fat,
100,Canned Mushroom Soup,Canned Foods,3,Salt,Unhealthy,Excess sodium may affect blood pressure and kidney health.,High sodium,
100,Canned Mushroom Soup,Canned Foods,4,Monosodium Glutamate,Unhealthy,May be a sensitivity trigger for some people and often comes with salty flavor profiles.,Additive sensitivity,
100,Canned Mushroom Soup,Canned Foods,5,Dehydrated Vegetables,Healthy,,,Adds some micronutrients and flavor.
100,Canned Mushroom Soup,Canned Foods,6,Spice Mix,Neutral,,,Used for taste and aroma.
101,Ready Mashed Potato Mix,Ready Meals,1,Refined Wheat Flour,Unhealthy,Refined base with lower fiber and faster digestion.,Refined carb,
101,Ready Mashed Potato Mix,Ready Meals,2,Palm Oil,Unhealthy,"Common processed fat source, often raising saturated fat content.",Saturated fat,
101,Ready Mashed Potato Mix,Ready Meals,3,Salt,Unhealthy,Excess sodium may affect blood pressure and kidney health.,High sodium,
101,Ready Mashed Potato Mix,Ready Meals,4,Monosodium Glutamate,Unhealthy,May be a sensitivity trigger for some people and often comes with salty flavor profiles.,Additive sensitivity,
101,Ready Mashed Potato Mix,Ready Meals,5,Dehydrated Vegetables,Healthy,,,Adds some micronutrients and flavor.
101,Ready Mashed Potato Mix,Ready Meals,6,Spice Mix,Neutral,,,Used for taste and aroma.
102,Instant Vermicelli Cup,Ready Meals,1,Refined Wheat Flour,Unhealthy,Refined base with lower fiber and faster digestion.,Refined carb,
102,Instant Vermicelli Cup,Ready Meals,2,Palm Oil,Unhealthy,"Common processed fat source, often raising saturated fat content.",Saturated fat,
102,Instant Vermicelli Cup,Ready Meals,3,Salt,Unhealthy,Excess sodium may affect blood pressure and kidney health.,High sodium,
102,Instant Vermicelli Cup,Ready Meals,4,Monosodium Glutamate,Unhealthy,May be a sensitivity trigger for some people and often comes with salty flavor profiles.,Additive sensitivity,
102,Instant Vermicelli Cup,Ready Meals,5,Dehydrated Vegetables,Healthy,,,Adds some micronutrients and flavor.
102,Instant Vermicelli Cup,Ready Meals,6,Spice Mix,Neutral,,,Used for taste and aroma.
103,Packaged Pancake Mix,Breakfast,1,Whole Grain Oats or Grain Base,Healthy,,,Can contribute fiber and longer satiety if present in meaningful amounts.
103,Packaged Pancake Mix,Breakfast,2,Sugar,Unhealthy,Raises added sugar content.,High sugar,
103,Packaged Pancake Mix,Breakfast,3,Malt Extract or Syrup,Unhealthy,Concentrated sweetener that may raise glycemic load.,High glycemic load,
103,Packaged Pancake Mix,Breakfast,4,Salt,Unhealthy,Packaged breakfast foods can still contain notable sodium.,High sodium,
103,Packaged Pancake Mix,Breakfast,5,Fortified Vitamins,Healthy,,,Added micronutrients may improve nutritional profile.
103,Packaged Pancake Mix,Breakfast,6,Flavoring,Neutral,,,Used for taste.
104,Maple Syrup Pancake Sauce,Condiments,1,Sugar,Unhealthy,Added sugar increases calorie load and may affect blood glucose.,High sugar,
104,Maple Syrup Pancake Sauce,Condiments,2,Salt,Unhealthy,Can make the product high in sodium even in small servings.,High sodium,
104,Maple Syrup Pancake Sauce,Condiments,3,Vinegar,Neutral,,,Used for acidity and preservation.
104,Maple Syrup Pancake Sauce,Condiments,4,Preservatives,Unhealthy,Frequent intake of heavily preserved foods is generally less desirable.,Additive load,
104,Maple Syrup Pancake Sauce,Condiments,5,Spices or Tomato Solids,Healthy,,,Can contribute flavor and some beneficial compounds depending on the source.
104,Maple Syrup Pancake Sauce,Condiments,6,Thickeners,Neutral,,,Used for consistency and texture.
105,Chocolate Donut,Bakery,1,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
105,Chocolate Donut,Bakery,2,Glucose Syrup,Unhealthy,Rapidly absorbed sugar source that may raise blood sugar quickly.,High glycemic load,
105,Chocolate Donut,Bakery,3,Refined Wheat Flour,Unhealthy,Low fiber and highly refined; may not support blood sugar control well.,Refined carb,
105,Chocolate Donut,Bakery,4,Palm Oil,Unhealthy,High in saturated fat and commonly used in processed foods.,Saturated fat,
105,Chocolate Donut,Bakery,5,Cocoa Powder,Neutral,,,Used for flavor; can be fine in moderate amounts.
105,Chocolate Donut,Bakery,6,Soy Lecithin,Neutral,,,Emulsifier commonly used for texture and consistency.
106,Vanilla Cream Bun,Bakery,1,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
106,Vanilla Cream Bun,Bakery,2,Glucose Syrup,Unhealthy,Rapidly absorbed sugar source that may raise blood sugar quickly.,High glycemic load,
106,Vanilla Cream Bun,Bakery,3,Refined Wheat Flour,Unhealthy,Low fiber and highly refined; may not support blood sugar control well.,Refined carb,
106,Vanilla Cream Bun,Bakery,4,Palm Oil,Unhealthy,High in saturated fat and commonly used in processed foods.,Saturated fat,
106,Vanilla Cream Bun,Bakery,5,Cocoa Powder,Neutral,,,Used for flavor; can be fine in moderate amounts.
106,Vanilla Cream Bun,Bakery,6,Soy Lecithin,Neutral,,,Emulsifier commonly used for texture and consistency.
107,Stuffed Crust Frozen Pizza,Frozen Foods,1,Refined Flour or Breadcrumbs,Unhealthy,Processed coating/base with lower fiber.,Refined carb,
107,Stuffed Crust Frozen Pizza,Frozen Foods,2,Processed Cheese or Fat,Unhealthy,Can increase saturated fat and sodium.,Saturated fat/high sodium,
107,Stuffed Crust Frozen Pizza,Frozen Foods,3,Salt,Unhealthy,Raises sodium content substantially.,High sodium,
107,Stuffed Crust Frozen Pizza,Frozen Foods,4,Stabilizers,Neutral,,,Used to maintain texture.
107,Stuffed Crust Frozen Pizza,Frozen Foods,5,Protein Source,Healthy,,,"Provides protein, depending on product quality."
107,Stuffed Crust Frozen Pizza,Frozen Foods,6,Herbs and Seasonings,Neutral,,,Used for flavor.
108,Frozen Spring Rolls,Frozen Foods,1,Refined Flour or Breadcrumbs,Unhealthy,Processed coating/base with lower fiber.,Refined carb,
108,Frozen Spring Rolls,Frozen Foods,2,Processed Cheese or Fat,Unhealthy,Can increase saturated fat and sodium.,Saturated fat/high sodium,
108,Frozen Spring Rolls,Frozen Foods,3,Salt,Unhealthy,Raises sodium content substantially.,High sodium,
108,Frozen Spring Rolls,Frozen Foods,4,Stabilizers,Neutral,,,Used to maintain texture.
108,Frozen Spring Rolls,Frozen Foods,5,Protein Source,Healthy,,,"Provides protein, depending on product quality."
108,Frozen Spring Rolls,Frozen Foods,6,Herbs and Seasonings,Neutral,,,Used for flavor.
109,Frozen Veg Cutlet,Frozen Foods,1,Refined Flour or Breadcrumbs,Unhealthy,Processed coating/base with lower fiber.,Refined carb,
109,Frozen Veg Cutlet,Frozen Foods,2,Processed Cheese or Fat,Unhealthy,Can increase saturated fat and sodium.,Saturated fat/high sodium,
109,Frozen Veg Cutlet,Frozen Foods,3,Salt,Unhealthy,Raises sodium content substantially.,High sodium,
109,Frozen Veg Cutlet,Frozen Foods,4,Stabilizers,Neutral,,,Used to maintain texture.
109,Frozen Veg Cutlet,Frozen Foods,5,Protein Source,Healthy,,,"Provides protein, depending on product quality."
109,Frozen Veg Cutlet,Frozen Foods,6,Herbs and Seasonings,Neutral,,,Used for flavor.
110,Frozen Chicken Cutlet,Frozen Foods,1,Refined Flour or Breadcrumbs,Unhealthy,Processed coating/base with lower fiber.,Refined carb,
110,Frozen Chicken Cutlet,Frozen Foods,2,Processed Cheese or Fat,Unhealthy,Can increase saturated fat and sodium.,Saturated fat/high sodium,
110,Frozen Chicken Cutlet,Frozen Foods,3,Salt,Unhealthy,Raises sodium content substantially.,High sodium,
110,Frozen Chicken Cutlet,Frozen Foods,4,Stabilizers,Neutral,,,Used to maintain texture.
110,Frozen Chicken Cutlet,Frozen Foods,5,Protein Source,Healthy,,,"Provides protein, depending on product quality."
110,Frozen Chicken Cutlet,Frozen Foods,6,Herbs and Seasonings,Neutral,,,Used for flavor.
111,Sausage Roll Pack,Bakery,1,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
111,Sausage Roll Pack,Bakery,2,Glucose Syrup,Unhealthy,Rapidly absorbed sugar source that may raise blood sugar quickly.,High glycemic load,
111,Sausage Roll Pack,Bakery,3,Refined Wheat Flour,Unhealthy,Low fiber and highly refined; may not support blood sugar control well.,Refined carb,
111,Sausage Roll Pack,Bakery,4,Palm Oil,Unhealthy,High in saturated fat and commonly used in processed foods.,Saturated fat,
111,Sausage Roll Pack,Bakery,5,Cocoa Powder,Neutral,,,Used for flavor; can be fine in moderate amounts.
111,Sausage Roll Pack,Bakery,6,Soy Lecithin,Neutral,,,Emulsifier commonly used for texture and consistency.
112,Cream-filled Wafer Roll,Confectionery,1,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
112,Cream-filled Wafer Roll,Confectionery,2,Glucose Syrup,Unhealthy,Rapidly absorbed sugar source that may raise blood sugar quickly.,High glycemic load,
112,Cream-filled Wafer Roll,Confectionery,3,Refined Wheat Flour,Unhealthy,Low fiber and highly refined; may not support blood sugar control well.,Refined carb,
112,Cream-filled Wafer Roll,Confectionery,4,Palm Oil,Unhealthy,High in saturated fat and commonly used in processed foods.,Saturated fat,
112,Cream-filled Wafer Roll,Confectionery,5,Cocoa Powder,Neutral,,,Used for flavor; can be fine in moderate amounts.
112,Cream-filled Wafer Roll,Confectionery,6,Soy Lecithin,Neutral,,,Emulsifier commonly used for texture and consistency.
113,Caramel Candy,Confectionery,1,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
113,Caramel Candy,Confectionery,2,Glucose Syrup,Unhealthy,Rapidly absorbed sugar source that may raise blood sugar quickly.,High glycemic load,
113,Caramel Candy,Confectionery,3,Refined Wheat Flour,Unhealthy,Low fiber and highly refined; may not support blood sugar control well.,Refined carb,
113,Caramel Candy,Confectionery,4,Palm Oil,Unhealthy,High in saturated fat and commonly used in processed foods.,Saturated fat,
113,Caramel Candy,Confectionery,5,Cocoa Powder,Neutral,,,Used for flavor; can be fine in moderate amounts.
113,Caramel Candy,Confectionery,6,Soy Lecithin,Neutral,,,Emulsifier commonly used for texture and consistency.
114,Fruit Chew Candy,Confectionery,1,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
114,Fruit Chew Candy,Confectionery,2,Glucose Syrup,Unhealthy,Rapidly absorbed sugar source that may raise blood sugar quickly.,High glycemic load,
114,Fruit Chew Candy,Confectionery,3,Refined Wheat Flour,Unhealthy,Low fiber and highly refined; may not support blood sugar control well.,Refined carb,
114,Fruit Chew Candy,Confectionery,4,Palm Oil,Unhealthy,High in saturated fat and commonly used in processed foods.,Saturated fat,
114,Fruit Chew Candy,Confectionery,5,Cocoa Powder,Neutral,,,Used for flavor; can be fine in moderate amounts.
114,Fruit Chew Candy,Confectionery,6,Soy Lecithin,Neutral,,,Emulsifier commonly used for texture and consistency.
115,Ready Protein Shake,Beverages,1,Carbonated Water,Neutral,,,Base liquid component.
115,Ready Protein Shake,Beverages,2,High Fructose Corn Syrup,Unhealthy,"Very high added sugar load; may contribute to insulin resistance, weight gain, and fatty liver risk when consumed often.",High sugar,
115,Ready Protein Shake,Beverages,3,Citric Acid,Neutral,,,Used for tartness and preservation.
115,Ready Protein Shake,Beverages,4,Artificial Flavors,Neutral,,,Used mainly to mimic or enhance taste.
115,Ready Protein Shake,Beverages,5,Caffeine,Unhealthy,"May worsen caffeine sensitivity, palpitations, anxiety, or sleep disturbance in some people.",Stimulant,
115,Ready Protein Shake,Beverages,6,Artificial Colors,Unhealthy,May trigger sensitivity or hyperactivity concerns in some individuals.,Additive sensitivity,
116,Meal Replacement Drink,Beverages,1,Carbonated Water,Neutral,,,Base liquid component.
116,Meal Replacement Drink,Beverages,2,High Fructose Corn Syrup,Unhealthy,"Very high added sugar load; may contribute to insulin resistance, weight gain, and fatty liver risk when consumed often.",High sugar,
116,Meal Replacement Drink,Beverages,3,Citric Acid,Neutral,,,Used for tartness and preservation.
116,Meal Replacement Drink,Beverages,4,Artificial Flavors,Neutral,,,Used mainly to mimic or enhance taste.
116,Meal Replacement Drink,Beverages,5,Caffeine,Unhealthy,"May worsen caffeine sensitivity, palpitations, anxiety, or sleep disturbance in some people.",Stimulant,
116,Meal Replacement Drink,Beverages,6,Artificial Colors,Unhealthy,May trigger sensitivity or hyperactivity concerns in some individuals.,Additive sensitivity,
117,Instant Noodle Cup Spicy,Ready Meals,1,Refined Wheat Flour,Unhealthy,Refined base with lower fiber and faster digestion.,Refined carb,
117,Instant Noodle Cup Spicy,Ready Meals,2,Palm Oil,Unhealthy,"Common processed fat source, often raising saturated fat content.",Saturated fat,
117,Instant Noodle Cup Spicy,Ready Meals,3,Salt,Unhealthy,Excess sodium may affect blood pressure and kidney health.,High sodium,
117,Instant Noodle Cup Spicy,Ready Meals,4,Monosodium Glutamate,Unhealthy,May be a sensitivity trigger for some people and often comes with salty flavor profiles.,Additive sensitivity,
117,Instant Noodle Cup Spicy,Ready Meals,5,Dehydrated Vegetables,Healthy,,,Adds some micronutrients and flavor.
117,Instant Noodle Cup Spicy,Ready Meals,6,Spice Mix,Neutral,,,Used for taste and aroma.
118,Masala Chips,Snacks,1,Potatoes or Corn Base,Neutral,,,Main starch base of the snack.
118,Masala Chips,Snacks,2,Vegetable Oil,Unhealthy,"Adds significant fat and calories, especially when repeatedly heated during processing.",Processed fat,
118,Masala Chips,Snacks,3,Salt,Unhealthy,High sodium may increase blood pressure and fluid retention risk.,High sodium,
118,Masala Chips,Snacks,4,Flavor Enhancers,Unhealthy,Can encourage overconsumption and often raise sodium load.,High sodium/additives,
118,Masala Chips,Snacks,5,Spices,Neutral,,,Used for flavoring.
118,Masala Chips,Snacks,6,Antioxidants,Neutral,,,Added to preserve shelf life of oils.
119,Cheese Crackers,Snacks,1,Potatoes or Corn Base,Neutral,,,Main starch base of the snack.
119,Cheese Crackers,Snacks,2,Vegetable Oil,Unhealthy,"Adds significant fat and calories, especially when repeatedly heated during processing.",Processed fat,
119,Cheese Crackers,Snacks,3,Salt,Unhealthy,High sodium may increase blood pressure and fluid retention risk.,High sodium,
119,Cheese Crackers,Snacks,4,Flavor Enhancers,Unhealthy,Can encourage overconsumption and often raise sodium load.,High sodium/additives,
119,Cheese Crackers,Snacks,5,Spices,Neutral,,,Used for flavoring.
119,Cheese Crackers,Snacks,6,Antioxidants,Neutral,,,Added to preserve shelf life of oils.
120,Packaged Rusk,Bakery,1,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
