food_id,food_name,category,processing_level,total_ingredients,healthy_ingredients_count,neutral_ingredients_count,unhealthy_ingredients_count,healthy_percentage,neutral_percentage,unhealthy_percentage,affected_health_conditions,overall_recommendation,description
940,HappyHarvest Creamy Dessert Cup Max,Dairy,Processed,7,3,2,2,42.86,28.57,28.57,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,HappyHarvest Creamy Dessert Cup Max is a dairy item with 28.57% of its listed ingredients marked as unhealthy in this expanded dataset.
941,SnackNest Strawberry Flavored Yogurt Bites,Dairy,Processed,8,2,3,3,25.0,37.5,37.5,"Children (Hyperactivity), Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,SnackNest Strawberry Flavored Yogurt Bites is a dairy item with 37.5% of its listed ingredients marked as unhealthy in this expanded dataset.
942,MealMint Spicy Cheese Slices Crunch,Dairy,Ultra-processed,9,5,2,2,55.56,22.22,22.22,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Recommended,MealMint Spicy Cheese Slices Crunch is a dairy item with 22.22% of its listed ingredients marked as unhealthy in this expanded dataset.
943,GoldenSpoon Salted Flavored Yogurt Delight,Dairy,Processed,6,2,2,2,33.33,33.33,33.33,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,GoldenSpoon Salted Flavored Yogurt Delight is a dairy item with 33.33% of its listed ingredients marked as unhealthy in this expanded dataset.
944,FoodCraft Roasted Milkshake Mix,Dairy,Ultra-processed,8,2,3,3,25.0,37.5,37.5,"Diabetes, Heart Disease, High Cholesterol, Kidney Disease, Lactose Intolerance, Obesity or Overweight",Caution,FoodCraft Roasted Milkshake Mix is a dairy item with 37.5% of its listed ingredients marked as unhealthy in this expanded dataset.
945,PrimePantry Chocolate Flavored Yogurt Cup,Dairy,Processed,7,2,3,2,28.57,42.86,28.57,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,PrimePantry Chocolate Flavored Yogurt Cup is a dairy item with 28.57% of its listed ingredients marked as unhealthy in this expanded dataset.
946,FlavorHub Chilli Lime Fruit Yogurt Lite,Dairy,Processed,6,2,2,2,33.33,33.33,33.33,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,FlavorHub Chilli Lime Fruit Yogurt Lite is a dairy item with 33.33% of its listed ingredients marked as unhealthy in this expanded dataset.
947,PrimePantry Masala Milkshake Plus,Dairy,Processed,6,2,2,2,33.33,33.33,33.33,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,PrimePantry Masala Milkshake Plus is a dairy item with 33.33% of its listed ingredients marked as unhealthy in this expanded dataset.
948,PureSip Pepper Milkshake Treat,Dairy,Ultra-processed,6,2,2,2,33.33,33.33,33.33,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,PureSip Pepper Milkshake Treat is a dairy item with 33.33% of its listed ingredients marked as unhealthy in this expanded dataset.
949,FamilyChoice Pepper Flavored Milk Classic,Dairy,Processed,7,2,3,2,28.57,42.86,28.57,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,FamilyChoice Pepper Flavored Milk Classic is a dairy item with 28.57% of its listed ingredients marked as unhealthy in this expanded dataset.
950,TasteWave Chocolate Milkshake Max,Dairy,Processed,6,2,2,2,33.33,33.33,33.33,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,TasteWave Chocolate Milkshake Max is a dairy item with 33.33% of its listed ingredients marked as unhealthy in this expanded dataset.
951,YumBasket Strawberry Flavored Yogurt Bites,Dairy,Ultra-processed,9,4,2,3,44.44,22.22,33.33,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,YumBasket Strawberry Flavored Yogurt Bites is a dairy item with 33.33% of its listed ingredients marked as unhealthy in this expanded dataset.
952,SuperBowl Classic Fruit Yogurt Crunch,Dairy,Processed,7,2,3,2,28.57,42.86,28.57,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,SuperBowl Classic Fruit Yogurt Crunch is a dairy item with 28.57% of its listed ingredients marked as unhealthy in this expanded dataset.
953,UrbanMunch Herb Flavored Milk Delight,Dairy,Processed,6,2,2,2,33.33,33.33,33.33,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,UrbanMunch Herb Flavored Milk Delight is a dairy item with 33.33% of its listed ingredients marked as unhealthy in this expanded dataset.
954,DailyCrave Creamy Flavored Yogurt Mix,Dairy,Processed,9,2,4,3,22.22,44.44,33.33,"Diabetes, Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,DailyCrave Creamy Flavored Yogurt Mix is a dairy item with 33.33% of its listed ingredients marked as unhealthy in this expanded dataset.
955,NutriPick Masala Flavored Yogurt Cup,Dairy,Processed,8,3,3,2,37.5,37.5,25.0,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Recommended,NutriPick Masala Flavored Yogurt Cup is a dairy item with 25.0% of its listed ingredients marked as unhealthy in this expanded dataset.
956,YumBasket Cheese Milkshake Lite,Dairy,Ultra-processed,9,3,4,2,33.33,44.44,22.22,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Recommended,YumBasket Cheese Milkshake Lite is a dairy item with 22.22% of its listed ingredients marked as unhealthy in this expanded dataset.
957,SnackNest Caramel Fruit Yogurt Plus,Dairy,Processed,8,2,2,4,25.0,25.0,50.0,"Diabetes, Heart Disease, High Cholesterol, Kidney Disease, Lactose Intolerance, Obesity or Overweight",Avoid,SnackNest Caramel Fruit Yogurt Plus is a dairy item with 50.0% of its listed ingredients marked as unhealthy in this expanded dataset.
958,CrispyCo Herb Flavored Milk Treat,Dairy,Ultra-processed,6,2,2,2,33.33,33.33,33.33,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,CrispyCo Herb Flavored Milk Treat is a dairy item with 33.33% of its listed ingredients marked as unhealthy in this expanded dataset.
959,PureSip Classic Flavored Milk Classic,Dairy,Ultra-processed,9,2,5,2,22.22,55.56,22.22,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Recommended,PureSip Classic Flavored Milk Classic is a dairy item with 22.22% of its listed ingredients marked as unhealthy in this expanded dataset.
960,HappyHarvest Spicy Flavored Milk Max,Dairy,Processed,5,2,1,2,40.0,20.0,40.0,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,HappyHarvest Spicy Flavored Milk Max is a dairy item with 40.0% of its listed ingredients marked as unhealthy in this expanded dataset.
961,PrimePantry Salted Cheese Slices Bites,Dairy,Processed,6,2,2,2,33.33,33.33,33.33,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,PrimePantry Salted Cheese Slices Bites is a dairy item with 33.33% of its listed ingredients marked as unhealthy in this expanded dataset.
962,GoldenSpoon Mixed Fruit Dessert Cup Crunch,Dairy,Ultra-processed,5,1,2,2,20.0,40.0,40.0,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,GoldenSpoon Mixed Fruit Dessert Cup Crunch is a dairy item with 40.0% of its listed ingredients marked as unhealthy in this expanded dataset.
963,FoodCraft Mixed Fruit Milkshake Delight,Dairy,Ultra-processed,5,1,2,2,20.0,40.0,40.0,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,FoodCraft Mixed Fruit Milkshake Delight is a dairy item with 40.0% of its listed ingredients marked as unhealthy in this expanded dataset.
964,FreshBite Vanilla Flavored Yogurt Mix,Dairy,Processed,8,3,3,2,37.5,37.5,25.0,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Recommended,FreshBite Vanilla Flavored Yogurt Mix is a dairy item with 25.0% of its listed ingredients marked as unhealthy in this expanded dataset.
965,FamilyChoice Caramel Flavored Yogurt Cup,Dairy,Ultra-processed,6,2,2,2,33.33,33.33,33.33,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,FamilyChoice Caramel Flavored Yogurt Cup is a dairy item with 33.33% of its listed ingredients marked as unhealthy in this expanded dataset.
966,YumBasket Cheese Milkshake Lite,Dairy,Processed,8,2,4,2,25.0,50.0,25.0,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Recommended,YumBasket Cheese Milkshake Lite is a dairy item with 25.0% of its listed ingredients marked as unhealthy in this expanded dataset.
967,FreshBite Strawberry Dessert Cup Plus,Dairy,Ultra-processed,6,2,2,2,33.33,33.33,33.33,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,FreshBite Strawberry Dessert Cup Plus is a dairy item with 33.33% of its listed ingredients marked as unhealthy in this expanded dataset.
968,ZestyBowl Pepper Fruit Yogurt Treat,Dairy,Ultra-processed,8,2,2,4,25.0,25.0,50.0,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Avoid,ZestyBowl Pepper Fruit Yogurt Treat is a dairy item with 50.0% of its listed ingredients marked as unhealthy in this expanded dataset.
969,DailyCrave Classic Milkshake Classic,Dairy,Processed,5,2,2,1,40.0,40.0,20.0,"Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Recommended,DailyCrave Classic Milkshake Classic is a dairy item with 20.0% of its listed ingredients marked as unhealthy in this expanded dataset.
970,FreshBite Mixed Fruit Dessert Cup Max,Dairy,Processed,5,2,1,2,40.0,20.0,40.0,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,FreshBite Mixed Fruit Dessert Cup Max is a dairy item with 40.0% of its listed ingredients marked as unhealthy in this expanded dataset.
971,SmartSnack Caramel Milkshake Bites,Dairy,Processed,7,2,2,3,28.57,28.57,42.86,"Diabetes, Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,SmartSnack Caramel Milkshake Bites is a dairy item with 42.86% of its listed ingredients marked as unhealthy in this expanded dataset.
972,FamilyChoice Vanilla Dessert Cup Crunch,Dairy,Processed,5,1,2,2,20.0,40.0,40.0,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,FamilyChoice Vanilla Dessert Cup Crunch is a dairy item with 40.0% of its listed ingredients marked as unhealthy in this expanded dataset.
973,ZestyBowl Classic Flavored Yogurt Delight,Dairy,Processed,6,2,2,2,33.33,33.33,33.33,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,ZestyBowl Classic Flavored Yogurt Delight is a dairy item with 33.33% of its listed ingredients marked as unhealthy in this expanded dataset.
974,SuperBowl Herb Flavored Yogurt Mix,Dairy,Processed,8,3,2,3,37.5,25.0,37.5,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,SuperBowl Herb Flavored Yogurt Mix is a dairy item with 37.5% of its listed ingredients marked as unhealthy in this expanded dataset.
975,DailyCrave Mango Flavored Milk Cup,Dairy,Ultra-processed,5,1,2,2,20.0,40.0,40.0,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,DailyCrave Mango Flavored Milk Cup is a dairy item with 40.0% of its listed ingredients marked as unhealthy in this expanded dataset.
976,FlavorHub Mango Flavored Milk Lite,Dairy,Processed,8,2,3,3,25.0,37.5,37.5,"Children (Hyperactivity), Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,FlavorHub Mango Flavored Milk Lite is a dairy item with 37.5% of its listed ingredients marked as unhealthy in this expanded dataset.
977,PrimePantry Orange Dessert Cup Plus,Dairy,Processed,5,2,2,1,40.0,40.0,20.0,"Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Recommended,PrimePantry Orange Dessert Cup Plus is a dairy item with 20.0% of its listed ingredients marked as unhealthy in this expanded dataset.
978,UrbanMunch Roasted Milkshake Treat,Dairy,Processed,9,3,3,3,33.33,33.33,33.33,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,UrbanMunch Roasted Milkshake Treat is a dairy item with 33.33% of its listed ingredients marked as unhealthy in this expanded dataset.
979,YumBasket Mango Cheese Slices Classic,Dairy,Ultra-processed,8,2,2,4,25.0,25.0,50.0,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Avoid,YumBasket Mango Cheese Slices Classic is a dairy item with 50.0% of its listed ingredients marked as unhealthy in this expanded dataset.
980,MunchMate Roasted Flavored Milk Max,Dairy,Ultra-processed,9,2,4,3,22.22,44.44,33.33,"Caffeine Sensitivity, Children (Hyperactivity), Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,MunchMate Roasted Flavored Milk Max is a dairy item with 33.33% of its listed ingredients marked as unhealthy in this expanded dataset.
981,ZestyBowl Cheese Dessert Cup Bites,Dairy,Ultra-processed,5,2,2,1,40.0,40.0,20.0,"Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Recommended,ZestyBowl Cheese Dessert Cup Bites is a dairy item with 20.0% of its listed ingredients marked as unhealthy in this expanded dataset.
982,SnackNest Spicy Flavored Yogurt Crunch,Dairy,Ultra-processed,7,2,3,2,28.57,42.86,28.57,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,SnackNest Spicy Flavored Yogurt Crunch is a dairy item with 28.57% of its listed ingredients marked as unhealthy in this expanded dataset.
983,FunFoods Masala Flavored Yogurt Delight,Dairy,Processed,5,1,2,2,20.0,40.0,40.0,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,FunFoods Masala Flavored Yogurt Delight is a dairy item with 40.0% of its listed ingredients marked as unhealthy in this expanded dataset.
984,GoldenSpoon Pepper Dessert Cup Mix,Dairy,Processed,5,1,2,2,20.0,40.0,40.0,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,GoldenSpoon Pepper Dessert Cup Mix is a dairy item with 40.0% of its listed ingredients marked as unhealthy in this expanded dataset.
985,GoldenSpoon Salted Fruit Yogurt Cup,Dairy,Processed,5,2,2,1,40.0,40.0,20.0,"Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Recommended,GoldenSpoon Salted Fruit Yogurt Cup is a dairy item with 20.0% of its listed ingredients marked as unhealthy in this expanded dataset.
986,YumBasket Tomato Flavored Yogurt Lite,Dairy,Processed,9,2,4,3,22.22,44.44,33.33,"Diabetes, Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Kidney Disease, Lactose Intolerance, Obesity or Overweight",Caution,YumBasket Tomato Flavored Yogurt Lite is a dairy item with 33.33% of its listed ingredients marked as unhealthy in this expanded dataset.
987,DailyCrave Strawberry Fruit Yogurt Plus,Dairy,Processed,5,1,2,2,20.0,40.0,40.0,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,DailyCrave Strawberry Fruit Yogurt Plus is a dairy item with 40.0% of its listed ingredients marked as unhealthy in this expanded dataset.
988,MealMint Herb Fruit Yogurt Treat,Dairy,Ultra-processed,9,3,3,3,33.33,33.33,33.33,"Diabetes, Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Kidney Disease, Lactose Intolerance, Obesity or Overweight",Caution,MealMint Herb Fruit Yogurt Treat is a dairy item with 33.33% of its listed ingredients marked as unhealthy in this expanded dataset.
989,CrispyCo Chilli Lime Fruit Yogurt Classic,Dairy,Processed,6,2,2,2,33.33,33.33,33.33,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,CrispyCo Chilli Lime Fruit Yogurt Classic is a dairy item with 33.33% of its listed ingredients marked as unhealthy in this expanded dataset.
990,FlavorHub Butter Flavored Yogurt Max,Dairy,Processed,8,3,2,3,37.5,25.0,37.5,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,FlavorHub Butter Flavored Yogurt Max is a dairy item with 37.5% of its listed ingredients marked as unhealthy in this expanded dataset.
991,QuickTreat Pepper Dessert Cup Bites,Dairy,Ultra-processed,5,1,2,2,20.0,40.0,40.0,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,QuickTreat Pepper Dessert Cup Bites is a dairy item with 40.0% of its listed ingredients marked as unhealthy in this expanded dataset.
992,FoodCraft Chocolate Fruit Yogurt Crunch,Dairy,Processed,9,3,3,3,33.33,33.33,33.33,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,FoodCraft Chocolate Fruit Yogurt Crunch is a dairy item with 33.33% of its listed ingredients marked as unhealthy in this expanded dataset.
993,ZestyBowl Masala Flavored Yogurt Delight,Dairy,Ultra-processed,5,2,1,2,40.0,20.0,40.0,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,ZestyBowl Masala Flavored Yogurt Delight is a dairy item with 40.0% of its listed ingredients marked as unhealthy in this expanded dataset.
994,TasteWave Masala Fruit Yogurt Mix,Dairy,Processed,7,3,2,2,42.86,28.57,28.57,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,TasteWave Masala Fruit Yogurt Mix is a dairy item with 28.57% of its listed ingredients marked as unhealthy in this expanded dataset.
995,NutriPick Orange Milkshake Cup,Dairy,Processed,7,3,2,2,42.86,28.57,28.57,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,NutriPick Orange Milkshake Cup is a dairy item with 28.57% of its listed ingredients marked as unhealthy in this expanded dataset.
996,YumBasket Herb Flavored Milk Lite,Dairy,Processed,7,2,3,2,28.57,42.86,28.57,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,YumBasket Herb Flavored Milk Lite is a dairy item with 28.57% of its listed ingredients marked as unhealthy in this expanded dataset.
997,SuperBowl Barbecue Flavored Yogurt Plus,Dairy,Processed,6,2,2,2,33.33,33.33,33.33,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,SuperBowl Barbecue Flavored Yogurt Plus is a dairy item with 33.33% of its listed ingredients marked as unhealthy in this expanded dataset.
998,GoldenSpoon Strawberry Cheese Slices Treat,Dairy,Ultra-processed,5,1,2,2,20.0,40.0,40.0,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,GoldenSpoon Strawberry Cheese Slices Treat is a dairy item with 40.0% of its listed ingredients marked as unhealthy in this expanded dataset.
999,FamilyChoice Caramel Flavored Yogurt Classic,Dairy,Ultra-processed,5,1,2,2,20.0,40.0,40.0,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,FamilyChoice Caramel Flavored Yogurt Classic is a dairy item with 40.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1000,SmartSnack Spicy Milkshake Max,Dairy,Ultra-processed,6,2,2,2,33.33,33.33,33.33,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,SmartSnack Spicy Milkshake Max is a dairy item with 33.33% of its listed ingredients marked as unhealthy in this expanded dataset.
1001,UrbanMunch Cheese Cheese Slices Bites,Dairy,Processed,8,3,2,3,37.5,25.0,37.5,"Caffeine Sensitivity, Children (Hyperactivity), Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,UrbanMunch Cheese Cheese Slices Bites is a dairy item with 37.5% of its listed ingredients marked as unhealthy in this expanded dataset.
1002,GoldenSpoon Masala Milkshake Crunch,Dairy,Ultra-processed,8,2,3,3,25.0,37.5,37.5,"Diabetes, Heart Disease, High Cholesterol, Kidney Disease, Lactose Intolerance, Obesity or Overweight",Caution,GoldenSpoon Masala Milkshake Crunch is a dairy item with 37.5% of its listed ingredients marked as unhealthy in this expanded dataset.
1003,UrbanMunch Orange Cheese Slices Delight,Dairy,Ultra-processed,9,3,3,3,33.33,33.33,33.33,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,UrbanMunch Orange Cheese Slices Delight is a dairy item with 33.33% of its listed ingredients marked as unhealthy in this expanded dataset.
1004,FoodCraft Spicy Flavored Yogurt Mix,Dairy,Ultra-processed,6,2,2,2,33.33,33.33,33.33,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,FoodCraft Spicy Flavored Yogurt Mix is a dairy item with 33.33% of its listed ingredients marked as unhealthy in this expanded dataset.
1005,GoldenSpoon Cheese Milkshake Cup,Dairy,Ultra-processed,8,2,4,2,25.0,50.0,25.0,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Recommended,GoldenSpoon Cheese Milkshake Cup is a dairy item with 25.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1006,MealMint Herb Fruit Yogurt Lite,Dairy,Processed,8,2,4,2,25.0,50.0,25.0,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Recommended,MealMint Herb Fruit Yogurt Lite is a dairy item with 25.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1007,DailyCrave Roasted Dessert Cup Plus,Dairy,Ultra-processed,8,3,3,2,37.5,37.5,25.0,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Recommended,DailyCrave Roasted Dessert Cup Plus is a dairy item with 25.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1008,FlavorHub Masala Flavored Milk Treat,Dairy,Ultra-processed,5,2,2,1,40.0,40.0,20.0,"Diabetes, Lactose Intolerance, Obesity or Overweight",Recommended,FlavorHub Masala Flavored Milk Treat is a dairy item with 20.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1009,SuperBowl Classic Flavored Yogurt Classic,Dairy,Ultra-processed,7,2,3,2,28.57,42.86,28.57,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,SuperBowl Classic Flavored Yogurt Classic is a dairy item with 28.57% of its listed ingredients marked as unhealthy in this expanded dataset.
1010,FoodCraft Cheese Milkshake Max,Dairy,Ultra-processed,8,3,2,3,37.5,25.0,37.5,"Diabetes, Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Kidney Disease, Lactose Intolerance, Obesity or Overweight",Caution,FoodCraft Cheese Milkshake Max is a dairy item with 37.5% of its listed ingredients marked as unhealthy in this expanded dataset.
1011,GoldenSpoon Barbecue Flavored Yogurt Bites,Dairy,Ultra-processed,8,2,3,3,25.0,37.5,37.5,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,GoldenSpoon Barbecue Flavored Yogurt Bites is a dairy item with 37.5% of its listed ingredients marked as unhealthy in this expanded dataset.
1012,FreshBite Herb Flavored Milk Crunch,Dairy,Processed,5,1,2,2,20.0,40.0,40.0,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,FreshBite Herb Flavored Milk Crunch is a dairy item with 40.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1013,SmartSnack Salted Fruit Yogurt Delight,Dairy,Processed,8,3,2,3,37.5,25.0,37.5,"Diabetes, Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Kidney Disease, Lactose Intolerance, Obesity or Overweight",Caution,SmartSnack Salted Fruit Yogurt Delight is a dairy item with 37.5% of its listed ingredients marked as unhealthy in this expanded dataset.
1014,FamilyChoice Creamy Dessert Cup Mix,Dairy,Processed,5,2,2,1,40.0,40.0,20.0,"Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Recommended,FamilyChoice Creamy Dessert Cup Mix is a dairy item with 20.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1015,QuickTreat Herb Flavored Milk Cup,Dairy,Ultra-processed,6,2,2,2,33.33,33.33,33.33,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,QuickTreat Herb Flavored Milk Cup is a dairy item with 33.33% of its listed ingredients marked as unhealthy in this expanded dataset.
1016,FoodCraft Strawberry Fruit Yogurt Lite,Dairy,Processed,8,2,2,4,25.0,25.0,50.0,"Diabetes, Heart Disease, High Blood Pressure (Hypertension), High Cholesterol, Lactose Intolerance, Obesity or Overweight",Avoid,FoodCraft Strawberry Fruit Yogurt Lite is a dairy item with 50.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1017,TasteWave Chilli Lime Milkshake Plus,Dairy,Processed,6,2,2,2,33.33,33.33,33.33,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,TasteWave Chilli Lime Milkshake Plus is a dairy item with 33.33% of its listed ingredients marked as unhealthy in this expanded dataset.
1018,CrispyCo Pepper Flavored Milk Treat,Dairy,Ultra-processed,8,3,3,2,37.5,37.5,25.0,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Recommended,CrispyCo Pepper Flavored Milk Treat is a dairy item with 25.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1019,DailyCrave Pepper Flavored Milk Classic,Dairy,Ultra-processed,9,2,4,3,22.22,44.44,33.33,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,DailyCrave Pepper Flavored Milk Classic is a dairy item with 33.33% of its listed ingredients marked as unhealthy in this expanded dataset.
1020,SmartSnack Chocolate Flavored Yogurt Max,Dairy,Ultra-processed,5,2,2,1,40.0,40.0,20.0,"Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Recommended,SmartSnack Chocolate Flavored Yogurt Max is a dairy item with 20.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1021,FreshBite Herb Milkshake Bites,Dairy,Ultra-processed,6,2,2,2,33.33,33.33,33.33,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,FreshBite Herb Milkshake Bites is a dairy item with 33.33% of its listed ingredients marked as unhealthy in this expanded dataset.
1022,SuperBowl Pepper Cheese Slices Crunch,Dairy,Processed,5,2,1,2,40.0,20.0,40.0,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,SuperBowl Pepper Cheese Slices Crunch is a dairy item with 40.0% of its listed ingredients marked as unhealthy in this expanded dataset.
1023,FunFoods Chilli Lime Cheese Slices Delight,Dairy,Ultra-processed,7,2,3,2,28.57,42.86,28.57,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,FunFoods Chilli Lime Cheese Slices Delight is a dairy item with 28.57% of its listed ingredients marked as unhealthy in this expanded dataset.
1024,SnackNest Herb Flavored Milk Mix,Dairy,Ultra-processed,6,2,2,2,33.33,33.33,33.33,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,SnackNest Herb Flavored Milk Mix is a dairy item with 33.33% of its listed ingredients marked as unhealthy in this expanded dataset.
1025,MealMint Tomato Flavored Milk Cup,Dairy,Processed,5,1,2,2,20.0,40.0,40.0,"Diabetes, Heart Disease, High Cholesterol, Lactose Intolerance, Obesity or Overweight",Caution,MealMint Tomato Flavored Milk Cup is a dairy item with 40.0% of its listed ingredients marked as unhealthy in this expanded dataset.
