food_id,food_name,category,ingredient_order,ingredient_name,ingredient_type,reason_if_unhealthy,health_concern_tag,ingredient_note
1053,MunchMate Orange Ice Cream Delight,Desserts,4,Cocoa Powder,Neutral,,,Used for flavor.
1053,MunchMate Orange Ice Cream Delight,Desserts,5,Milk Solids,Healthy,,,Provide protein and calcium.
1053,MunchMate Orange Ice Cream Delight,Desserts,6,Artificial Flavors,Unhealthy,Used for taste enhancement without nutritional value.,Artificial additives,
1054,SuperBowl Classic Ice Cream Bar Mix,Desserts,1,Cream,Unhealthy,Can increase saturated fat load.,Saturated fat,
1054,SuperBowl Classic Ice Cream Bar Mix,Desserts,2,Cocoa Powder,Neutral,,,Used for flavor.
1054,SuperBowl Classic Ice Cream Bar Mix,Desserts,3,Milk Solids,Healthy,,,Provide protein and calcium.
1054,SuperBowl Classic Ice Cream Bar Mix,Desserts,4,Artificial Flavors,Unhealthy,Used for taste enhancement without nutritional value.,Artificial additives,
1054,SuperBowl Classic Ice Cream Bar Mix,Desserts,5,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
1054,SuperBowl Classic Ice Cream Bar Mix,Desserts,6,Stabilizers,Neutral,,,Used to maintain texture.
1054,SuperBowl Classic Ice Cream Bar Mix,Desserts,7,Potatoes,Neutral,,,Main starch base ingredient.
1054,SuperBowl Classic Ice Cream Bar Mix,Desserts,8,Starch Syrup,Unhealthy,Refined sweetening ingredient with low satiety.,High sugar,
1055,TasteWave Chilli Lime Chocolate Dessert Cup,Desserts,1,Cocoa Powder,Neutral,,,Used for flavor.
1055,TasteWave Chilli Lime Chocolate Dessert Cup,Desserts,2,Cream,Unhealthy,Can increase saturated fat load.,Saturated fat,
1055,TasteWave Chilli Lime Chocolate Dessert Cup,Desserts,3,Stabilizers,Neutral,,,Used to maintain texture.
1055,TasteWave Chilli Lime Chocolate Dessert Cup,Desserts,4,Milk Solids,Healthy,,,Provide protein and calcium.
1055,TasteWave Chilli Lime Chocolate Dessert Cup,Desserts,5,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
1055,TasteWave Chilli Lime Chocolate Dessert Cup,Desserts,6,Artificial Flavors,Unhealthy,Used for taste enhancement without nutritional value.,Artificial additives,
1055,TasteWave Chilli Lime Chocolate Dessert Cup,Desserts,7,High Fructose Corn Syrup,Unhealthy,Highly processed sweetener associated with excess sugar intake.,High sugar,
1055,TasteWave Chilli Lime Chocolate Dessert Cup,Desserts,8,Refined Wheat Flour,Unhealthy,Low fiber and highly refined; may not support blood sugar control well.,Refined carb,
1056,PureSip Mixed Fruit Frozen Dessert Lite,Desserts,1,Stabilizers,Neutral,,,Used to maintain texture.
1056,PureSip Mixed Fruit Frozen Dessert Lite,Desserts,2,Cocoa Powder,Neutral,,,Used for flavor.
1056,PureSip Mixed Fruit Frozen Dessert Lite,Desserts,3,Artificial Flavors,Unhealthy,Used for taste enhancement without nutritional value.,Artificial additives,
1056,PureSip Mixed Fruit Frozen Dessert Lite,Desserts,4,Cream,Unhealthy,Can increase saturated fat load.,Saturated fat,
1056,PureSip Mixed Fruit Frozen Dessert Lite,Desserts,5,Milk Solids,Healthy,,,Provide protein and calcium.
1056,PureSip Mixed Fruit Frozen Dessert Lite,Desserts,6,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
1056,PureSip Mixed Fruit Frozen Dessert Lite,Desserts,7,Emulsifiers,Neutral,,,Used to improve texture.
1056,PureSip Mixed Fruit Frozen Dessert Lite,Desserts,8,Protein Source,Healthy,,,"Provides protein, depending on product quality."
1057,NutriPick Spicy Chocolate Dessert Plus,Desserts,1,Cream,Unhealthy,Can increase saturated fat load.,Saturated fat,
1057,NutriPick Spicy Chocolate Dessert Plus,Desserts,2,Stabilizers,Neutral,,,Used to maintain texture.
1057,NutriPick Spicy Chocolate Dessert Plus,Desserts,3,Cocoa Powder,Neutral,,,Used for flavor.
1057,NutriPick Spicy Chocolate Dessert Plus,Desserts,4,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
1057,NutriPick Spicy Chocolate Dessert Plus,Desserts,5,Milk Solids,Healthy,,,Provide protein and calcium.
1058,FreshBite Vanilla Ice Cream Bar Treat,Desserts,1,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
1058,FreshBite Vanilla Ice Cream Bar Treat,Desserts,2,Artificial Flavors,Unhealthy,Used for taste enhancement without nutritional value.,Artificial additives,
1058,FreshBite Vanilla Ice Cream Bar Treat,Desserts,3,Milk Solids,Healthy,,,Provide protein and calcium.
1058,FreshBite Vanilla Ice Cream Bar Treat,Desserts,4,Cocoa Powder,Neutral,,,Used for flavor.
1058,FreshBite Vanilla Ice Cream Bar Treat,Desserts,5,Cream,Unhealthy,Can increase saturated fat load.,Saturated fat,
1058,FreshBite Vanilla Ice Cream Bar Treat,Desserts,6,Stabilizers,Neutral,,,Used to maintain texture.
1058,FreshBite Vanilla Ice Cream Bar Treat,Desserts,7,Glucose Syrup,Unhealthy,Rapidly absorbed sugar source that may raise blood sugar quickly.,High glycemic load,
1058,FreshBite Vanilla Ice Cream Bar Treat,Desserts,8,Salt,Unhealthy,High sodium may increase blood pressure and fluid retention risk.,High sodium,
1058,FreshBite Vanilla Ice Cream Bar Treat,Desserts,9,Potatoes,Neutral,,,Main starch base ingredient.
1059,PureSip Herb Ice Cream Bar Classic,Desserts,1,Cocoa Powder,Neutral,,,Used for flavor.
1059,PureSip Herb Ice Cream Bar Classic,Desserts,2,Artificial Flavors,Unhealthy,Used for taste enhancement without nutritional value.,Artificial additives,
1059,PureSip Herb Ice Cream Bar Classic,Desserts,3,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
1059,PureSip Herb Ice Cream Bar Classic,Desserts,4,Stabilizers,Neutral,,,Used to maintain texture.
1059,PureSip Herb Ice Cream Bar Classic,Desserts,5,Milk Solids,Healthy,,,Provide protein and calcium.
1059,PureSip Herb Ice Cream Bar Classic,Desserts,6,Cream,Unhealthy,Can increase saturated fat load.,Saturated fat,
1059,PureSip Herb Ice Cream Bar Classic,Desserts,7,Cultures,Healthy,,,Beneficial in fermented dairy products.
1059,PureSip Herb Ice Cream Bar Classic,Desserts,8,Almonds,Healthy,,,Provides healthy fats and micronutrients.
1059,PureSip Herb Ice Cream Bar Classic,Desserts,9,Acidity Regulators,Neutral,,,Used to balance acidity.
1060,QuickTreat Pepper Frozen Dessert Max,Desserts,1,Milk Solids,Healthy,,,Provide protein and calcium.
1060,QuickTreat Pepper Frozen Dessert Max,Desserts,2,Cocoa Powder,Neutral,,,Used for flavor.
1060,QuickTreat Pepper Frozen Dessert Max,Desserts,3,Artificial Flavors,Unhealthy,Used for taste enhancement without nutritional value.,Artificial additives,
1060,QuickTreat Pepper Frozen Dessert Max,Desserts,4,Cream,Unhealthy,Can increase saturated fat load.,Saturated fat,
1060,QuickTreat Pepper Frozen Dessert Max,Desserts,5,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
1060,QuickTreat Pepper Frozen Dessert Max,Desserts,6,Stabilizers,Neutral,,,Used to maintain texture.
1061,DailyCrave Pepper Chocolate Dessert Bites,Desserts,1,Cocoa Powder,Neutral,,,Used for flavor.
1061,DailyCrave Pepper Chocolate Dessert Bites,Desserts,2,Cream,Unhealthy,Can increase saturated fat load.,Saturated fat,
1061,DailyCrave Pepper Chocolate Dessert Bites,Desserts,3,Stabilizers,Neutral,,,Used to maintain texture.
1061,DailyCrave Pepper Chocolate Dessert Bites,Desserts,4,Artificial Flavors,Unhealthy,Used for taste enhancement without nutritional value.,Artificial additives,
1061,DailyCrave Pepper Chocolate Dessert Bites,Desserts,5,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
1061,DailyCrave Pepper Chocolate Dessert Bites,Desserts,6,Milk Solids,Healthy,,,Provide protein and calcium.
1062,ZestyBowl Vanilla Chocolate Dessert Crunch,Desserts,1,Artificial Flavors,Unhealthy,Used for taste enhancement without nutritional value.,Artificial additives,
1062,ZestyBowl Vanilla Chocolate Dessert Crunch,Desserts,2,Stabilizers,Neutral,,,Used to maintain texture.
1062,ZestyBowl Vanilla Chocolate Dessert Crunch,Desserts,3,Cocoa Powder,Neutral,,,Used for flavor.
1062,ZestyBowl Vanilla Chocolate Dessert Crunch,Desserts,4,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
1062,ZestyBowl Vanilla Chocolate Dessert Crunch,Desserts,5,Cream,Unhealthy,Can increase saturated fat load.,Saturated fat,
1062,ZestyBowl Vanilla Chocolate Dessert Crunch,Desserts,6,Milk Solids,Healthy,,,Provide protein and calcium.
1062,ZestyBowl Vanilla Chocolate Dessert Crunch,Desserts,7,Palm Oil,Unhealthy,High in saturated fat and commonly used in processed foods.,Saturated fat,
1062,ZestyBowl Vanilla Chocolate Dessert Crunch,Desserts,8,Cultures,Healthy,,,Beneficial in fermented dairy products.
1062,ZestyBowl Vanilla Chocolate Dessert Crunch,Desserts,9,Antioxidants,Neutral,,,Added to preserve shelf life of oils.
1063,YumBasket Vanilla Custard Cup Delight,Desserts,1,Milk Solids,Healthy,,,Provide protein and calcium.
1063,YumBasket Vanilla Custard Cup Delight,Desserts,2,Artificial Flavors,Unhealthy,Used for taste enhancement without nutritional value.,Artificial additives,
1063,YumBasket Vanilla Custard Cup Delight,Desserts,3,Stabilizers,Neutral,,,Used to maintain texture.
1063,YumBasket Vanilla Custard Cup Delight,Desserts,4,Cocoa Powder,Neutral,,,Used for flavor.
1063,YumBasket Vanilla Custard Cup Delight,Desserts,5,Cream,Unhealthy,Can increase saturated fat load.,Saturated fat,
1063,YumBasket Vanilla Custard Cup Delight,Desserts,6,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
1064,DailyCrave Classic Custard Cup Mix,Desserts,1,Milk Solids,Healthy,,,Provide protein and calcium.
1064,DailyCrave Classic Custard Cup Mix,Desserts,2,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
1064,DailyCrave Classic Custard Cup Mix,Desserts,3,Cream,Unhealthy,Can increase saturated fat load.,Saturated fat,
1064,DailyCrave Classic Custard Cup Mix,Desserts,4,Stabilizers,Neutral,,,Used to maintain texture.
1064,DailyCrave Classic Custard Cup Mix,Desserts,5,Cocoa Powder,Neutral,,,Used for flavor.
1064,DailyCrave Classic Custard Cup Mix,Desserts,6,Artificial Flavors,Unhealthy,Used for taste enhancement without nutritional value.,Artificial additives,
1064,DailyCrave Classic Custard Cup Mix,Desserts,7,Natural Flavoring,Neutral,,,Used for taste.
1064,DailyCrave Classic Custard Cup Mix,Desserts,8,Fruit Puree,Neutral,,,Adds fruit taste.
1064,DailyCrave Classic Custard Cup Mix,Desserts,9,Chickpea Flour,Healthy,,,Adds plant protein and fiber.
1065,HappyHarvest Cheese Pudding Cup,Desserts,1,Artificial Flavors,Unhealthy,Used for taste enhancement without nutritional value.,Artificial additives,
1065,HappyHarvest Cheese Pudding Cup,Desserts,2,Cocoa Powder,Neutral,,,Used for flavor.
1065,HappyHarvest Cheese Pudding Cup,Desserts,3,Cream,Unhealthy,Can increase saturated fat load.,Saturated fat,
1065,HappyHarvest Cheese Pudding Cup,Desserts,4,Milk Solids,Healthy,,,Provide protein and calcium.
1065,HappyHarvest Cheese Pudding Cup,Desserts,5,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
1065,HappyHarvest Cheese Pudding Cup,Desserts,6,Stabilizers,Neutral,,,Used to maintain texture.
1065,HappyHarvest Cheese Pudding Cup,Desserts,7,Salt,Unhealthy,High sodium may increase blood pressure and fluid retention risk.,High sodium,
1066,HappyHarvest Classic Pudding Lite,Desserts,1,Stabilizers,Neutral,,,Used to maintain texture.
1066,HappyHarvest Classic Pudding Lite,Desserts,2,Cocoa Powder,Neutral,,,Used for flavor.
1066,HappyHarvest Classic Pudding Lite,Desserts,3,Artificial Flavors,Unhealthy,Used for taste enhancement without nutritional value.,Artificial additives,
1066,HappyHarvest Classic Pudding Lite,Desserts,4,Cream,Unhealthy,Can increase saturated fat load.,Saturated fat,
1066,HappyHarvest Classic Pudding Lite,Desserts,5,Milk Solids,Healthy,,,Provide protein and calcium.
1067,YumBasket Chocolate Frozen Dessert Plus,Desserts,1,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
1067,YumBasket Chocolate Frozen Dessert Plus,Desserts,2,Stabilizers,Neutral,,,Used to maintain texture.
1067,YumBasket Chocolate Frozen Dessert Plus,Desserts,3,Artificial Flavors,Unhealthy,Used for taste enhancement without nutritional value.,Artificial additives,
1067,YumBasket Chocolate Frozen Dessert Plus,Desserts,4,Cream,Unhealthy,Can increase saturated fat load.,Saturated fat,
1067,YumBasket Chocolate Frozen Dessert Plus,Desserts,5,Cocoa Powder,Neutral,,,Used for flavor.
1068,DailyCrave Spicy Ice Cream Bar Treat,Desserts,1,Milk Solids,Healthy,,,Provide protein and calcium.
1068,DailyCrave Spicy Ice Cream Bar Treat,Desserts,2,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
1068,DailyCrave Spicy Ice Cream Bar Treat,Desserts,3,Cocoa Powder,Neutral,,,Used for flavor.
1068,DailyCrave Spicy Ice Cream Bar Treat,Desserts,4,Cream,Unhealthy,Can increase saturated fat load.,Saturated fat,
1068,DailyCrave Spicy Ice Cream Bar Treat,Desserts,5,Artificial Flavors,Unhealthy,Used for taste enhancement without nutritional value.,Artificial additives,
1068,DailyCrave Spicy Ice Cream Bar Treat,Desserts,6,Stabilizers,Neutral,,,Used to maintain texture.
1068,DailyCrave Spicy Ice Cream Bar Treat,Desserts,7,Raising Agents,Neutral,,,Used in bakery formulations.
1069,GoldenSpoon Vanilla Frozen Dessert Classic,Desserts,1,Milk Solids,Healthy,,,Provide protein and calcium.
1069,GoldenSpoon Vanilla Frozen Dessert Classic,Desserts,2,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
1069,GoldenSpoon Vanilla Frozen Dessert Classic,Desserts,3,Stabilizers,Neutral,,,Used to maintain texture.
1069,GoldenSpoon Vanilla Frozen Dessert Classic,Desserts,4,Cocoa Powder,Neutral,,,Used for flavor.
1069,GoldenSpoon Vanilla Frozen Dessert Classic,Desserts,5,Artificial Flavors,Unhealthy,Used for taste enhancement without nutritional value.,Artificial additives,
1070,SuperBowl Vanilla Ice Cream Max,Desserts,1,Milk Solids,Healthy,,,Provide protein and calcium.
1070,SuperBowl Vanilla Ice Cream Max,Desserts,2,Cream,Unhealthy,Can increase saturated fat load.,Saturated fat,
1070,SuperBowl Vanilla Ice Cream Max,Desserts,3,Artificial Flavors,Unhealthy,Used for taste enhancement without nutritional value.,Artificial additives,
1070,SuperBowl Vanilla Ice Cream Max,Desserts,4,Cocoa Powder,Neutral,,,Used for flavor.
1070,SuperBowl Vanilla Ice Cream Max,Desserts,5,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
1070,SuperBowl Vanilla Ice Cream Max,Desserts,6,Stabilizers,Neutral,,,Used to maintain texture.
1071,LiteLeaf Chocolate Ice Cream Bites,Desserts,1,Cream,Unhealthy,Can increase saturated fat load.,Saturated fat,
1071,LiteLeaf Chocolate Ice Cream Bites,Desserts,2,Cocoa Powder,Neutral,,,Used for flavor.
1071,LiteLeaf Chocolate Ice Cream Bites,Desserts,3,Stabilizers,Neutral,,,Used to maintain texture.
1071,LiteLeaf Chocolate Ice Cream Bites,Desserts,4,Artificial Flavors,Unhealthy,Used for taste enhancement without nutritional value.,Artificial additives,
1071,LiteLeaf Chocolate Ice Cream Bites,Desserts,5,Milk Solids,Healthy,,,Provide protein and calcium.
1071,LiteLeaf Chocolate Ice Cream Bites,Desserts,6,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
1071,LiteLeaf Chocolate Ice Cream Bites,Desserts,7,Herbs and Seasonings,Neutral,,,Used for flavor.
1072,SmartSnack Butter Custard Cup Crunch,Desserts,1,Milk Solids,Healthy,,,Provide protein and calcium.
1072,SmartSnack Butter Custard Cup Crunch,Desserts,2,Stabilizers,Neutral,,,Used to maintain texture.
1072,SmartSnack Butter Custard Cup Crunch,Desserts,3,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
1072,SmartSnack Butter Custard Cup Crunch,Desserts,4,Cocoa Powder,Neutral,,,Used for flavor.
1072,SmartSnack Butter Custard Cup Crunch,Desserts,5,Cream,Unhealthy,Can increase saturated fat load.,Saturated fat,
1072,SmartSnack Butter Custard Cup Crunch,Desserts,6,Artificial Flavors,Unhealthy,Used for taste enhancement without nutritional value.,Artificial additives,
1072,SmartSnack Butter Custard Cup Crunch,Desserts,7,Herbs and Seasonings,Neutral,,,Used for flavor.
1073,SnackNest Barbecue Pudding Delight,Desserts,1,Artificial Flavors,Unhealthy,Used for taste enhancement without nutritional value.,Artificial additives,
1073,SnackNest Barbecue Pudding Delight,Desserts,2,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
1073,SnackNest Barbecue Pudding Delight,Desserts,3,Cream,Unhealthy,Can increase saturated fat load.,Saturated fat,
1073,SnackNest Barbecue Pudding Delight,Desserts,4,Cocoa Powder,Neutral,,,Used for flavor.
1073,SnackNest Barbecue Pudding Delight,Desserts,5,Stabilizers,Neutral,,,Used to maintain texture.
1073,SnackNest Barbecue Pudding Delight,Desserts,6,Milk Solids,Healthy,,,Provide protein and calcium.
1073,SnackNest Barbecue Pudding Delight,Desserts,7,Water,Neutral,,,Base ingredient.
1073,SnackNest Barbecue Pudding Delight,Desserts,8,Dehydrated Vegetables,Healthy,,,Adds some micronutrients and flavor.
1073,SnackNest Barbecue Pudding Delight,Desserts,9,Whole Grain Oats,Healthy,,,Adds fiber and satiety.
1074,SmartSnack Salted Frozen Dessert Mix,Desserts,1,Milk Solids,Healthy,,,Provide protein and calcium.
1074,SmartSnack Salted Frozen Dessert Mix,Desserts,2,Artificial Flavors,Unhealthy,Used for taste enhancement without nutritional value.,Artificial additives,
1074,SmartSnack Salted Frozen Dessert Mix,Desserts,3,Stabilizers,Neutral,,,Used to maintain texture.
1074,SmartSnack Salted Frozen Dessert Mix,Desserts,4,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
1074,SmartSnack Salted Frozen Dessert Mix,Desserts,5,Cocoa Powder,Neutral,,,Used for flavor.
1074,SmartSnack Salted Frozen Dessert Mix,Desserts,6,Cream,Unhealthy,Can increase saturated fat load.,Saturated fat,
1074,SmartSnack Salted Frozen Dessert Mix,Desserts,7,Water,Neutral,,,Base ingredient.
1074,SmartSnack Salted Frozen Dessert Mix,Desserts,8,Cashews,Healthy,,,Adds texture and some minerals.
1074,SmartSnack Salted Frozen Dessert Mix,Desserts,9,Whole Grain Oats,Healthy,,,Adds fiber and satiety.
1075,QuickTreat Masala Frozen Dessert Cup,Desserts,1,Cream,Unhealthy,Can increase saturated fat load.,Saturated fat,
1075,QuickTreat Masala Frozen Dessert Cup,Desserts,2,Cocoa Powder,Neutral,,,Used for flavor.
1075,QuickTreat Masala Frozen Dessert Cup,Desserts,3,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
1075,QuickTreat Masala Frozen Dessert Cup,Desserts,4,Stabilizers,Neutral,,,Used to maintain texture.
1075,QuickTreat Masala Frozen Dessert Cup,Desserts,5,Artificial Flavors,Unhealthy,Used for taste enhancement without nutritional value.,Artificial additives,
1075,QuickTreat Masala Frozen Dessert Cup,Desserts,6,Milk Solids,Healthy,,,Provide protein and calcium.
1075,QuickTreat Masala Frozen Dessert Cup,Desserts,7,Salt,Unhealthy,High sodium may increase blood pressure and fluid retention risk.,High sodium,
1075,QuickTreat Masala Frozen Dessert Cup,Desserts,8,Glucose Syrup,Unhealthy,Rapidly absorbed sugar source that may raise blood sugar quickly.,High glycemic load,
1075,QuickTreat Masala Frozen Dessert Cup,Desserts,9,Raising Agents,Neutral,,,Used in bakery formulations.
1076,PrimePantry Masala Ice Cream Lite,Desserts,1,Artificial Flavors,Unhealthy,Used for taste enhancement without nutritional value.,Artificial additives,
1076,PrimePantry Masala Ice Cream Lite,Desserts,2,Stabilizers,Neutral,,,Used to maintain texture.
1076,PrimePantry Masala Ice Cream Lite,Desserts,3,Milk Solids,Healthy,,,Provide protein and calcium.
1076,PrimePantry Masala Ice Cream Lite,Desserts,4,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
1076,PrimePantry Masala Ice Cream Lite,Desserts,5,Cocoa Powder,Neutral,,,Used for flavor.
1076,PrimePantry Masala Ice Cream Lite,Desserts,6,Cream,Unhealthy,Can increase saturated fat load.,Saturated fat,
1076,PrimePantry Masala Ice Cream Lite,Desserts,7,Whole Wheat Flour,Healthy,,,Adds more fiber than refined flour.
1077,MealMint Barbecue Custard Cup Plus,Desserts,1,Cream,Unhealthy,Can increase saturated fat load.,Saturated fat,
1077,MealMint Barbecue Custard Cup Plus,Desserts,2,Cocoa Powder,Neutral,,,Used for flavor.
1077,MealMint Barbecue Custard Cup Plus,Desserts,3,Artificial Flavors,Unhealthy,Used for taste enhancement without nutritional value.,Artificial additives,
1077,MealMint Barbecue Custard Cup Plus,Desserts,4,Stabilizers,Neutral,,,Used to maintain texture.
1077,MealMint Barbecue Custard Cup Plus,Desserts,5,Milk Solids,Healthy,,,Provide protein and calcium.
1077,MealMint Barbecue Custard Cup Plus,Desserts,6,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
1077,MealMint Barbecue Custard Cup Plus,Desserts,7,Emulsifiers,Neutral,,,Used to improve texture.
1078,MealMint Herb Custard Cup Treat,Desserts,1,Stabilizers,Neutral,,,Used to maintain texture.
1078,MealMint Herb Custard Cup Treat,Desserts,2,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
1078,MealMint Herb Custard Cup Treat,Desserts,3,Milk Solids,Healthy,,,Provide protein and calcium.
1078,MealMint Herb Custard Cup Treat,Desserts,4,Cocoa Powder,Neutral,,,Used for flavor.
1078,MealMint Herb Custard Cup Treat,Desserts,5,Artificial Flavors,Unhealthy,Used for taste enhancement without nutritional value.,Artificial additives,
1079,LiteLeaf Mango Custard Cup Classic,Desserts,1,Cocoa Powder,Neutral,,,Used for flavor.
1079,LiteLeaf Mango Custard Cup Classic,Desserts,2,Milk Solids,Healthy,,,Provide protein and calcium.
1079,LiteLeaf Mango Custard Cup Classic,Desserts,3,Artificial Flavors,Unhealthy,Used for taste enhancement without nutritional value.,Artificial additives,
1079,LiteLeaf Mango Custard Cup Classic,Desserts,4,Stabilizers,Neutral,,,Used to maintain texture.
1079,LiteLeaf Mango Custard Cup Classic,Desserts,5,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
1079,LiteLeaf Mango Custard Cup Classic,Desserts,6,Cream,Unhealthy,Can increase saturated fat load.,Saturated fat,
1080,UrbanMunch Strawberry Pudding Max,Desserts,1,Milk Solids,Healthy,,,Provide protein and calcium.
1080,UrbanMunch Strawberry Pudding Max,Desserts,2,Cream,Unhealthy,Can increase saturated fat load.,Saturated fat,
1080,UrbanMunch Strawberry Pudding Max,Desserts,3,Cocoa Powder,Neutral,,,Used for flavor.
1080,UrbanMunch Strawberry Pudding Max,Desserts,4,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
1080,UrbanMunch Strawberry Pudding Max,Desserts,5,Stabilizers,Neutral,,,Used to maintain texture.
1080,UrbanMunch Strawberry Pudding Max,Desserts,6,Artificial Flavors,Unhealthy,Used for taste enhancement without nutritional value.,Artificial additives,
1080,UrbanMunch Strawberry Pudding Max,Desserts,7,Cultures,Healthy,,,Beneficial in fermented dairy products.
1080,UrbanMunch Strawberry Pudding Max,Desserts,8,Tomato Paste,Healthy,,,Provides tomato base and flavor.
1080,UrbanMunch Strawberry Pudding Max,Desserts,9,Flavor Enhancers,Unhealthy,Can encourage overconsumption and often raise sodium load.,High sodium/additives,
1081,PureSip Mango Custard Cup Bites,Desserts,1,Milk Solids,Healthy,,,Provide protein and calcium.
1081,PureSip Mango Custard Cup Bites,Desserts,2,Artificial Flavors,Unhealthy,Used for taste enhancement without nutritional value.,Artificial additives,
1081,PureSip Mango Custard Cup Bites,Desserts,3,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
1081,PureSip Mango Custard Cup Bites,Desserts,4,Cocoa Powder,Neutral,,,Used for flavor.
1081,PureSip Mango Custard Cup Bites,Desserts,5,Stabilizers,Neutral,,,Used to maintain texture.
1081,PureSip Mango Custard Cup Bites,Desserts,6,Cream,Unhealthy,Can increase saturated fat load.,Saturated fat,
1081,PureSip Mango Custard Cup Bites,Desserts,7,Monosodium Glutamate,Unhealthy,May be a sensitivity trigger for some people and often comes with salty flavor profiles.,Additive sensitivity,
1081,PureSip Mango Custard Cup Bites,Desserts,8,Rolled Oats,Healthy,,,Common cereal grain with some fiber.
1082,MealMint Classic Chocolate Dessert Crunch,Desserts,1,Milk Solids,Healthy,,,Provide protein and calcium.
1082,MealMint Classic Chocolate Dessert Crunch,Desserts,2,Stabilizers,Neutral,,,Used to maintain texture.
1082,MealMint Classic Chocolate Dessert Crunch,Desserts,3,Artificial Flavors,Unhealthy,Used for taste enhancement without nutritional value.,Artificial additives,
1082,MealMint Classic Chocolate Dessert Crunch,Desserts,4,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
1082,MealMint Classic Chocolate Dessert Crunch,Desserts,5,Cream,Unhealthy,Can increase saturated fat load.,Saturated fat,
1082,MealMint Classic Chocolate Dessert Crunch,Desserts,6,Cocoa Powder,Neutral,,,Used for flavor.
1083,MunchMate Mixed Fruit Ice Cream Bar Delight,Desserts,1,Cocoa Powder,Neutral,,,Used for flavor.
1083,MunchMate Mixed Fruit Ice Cream Bar Delight,Desserts,2,Milk Solids,Healthy,,,Provide protein and calcium.
1083,MunchMate Mixed Fruit Ice Cream Bar Delight,Desserts,3,Cream,Unhealthy,Can increase saturated fat load.,Saturated fat,
1083,MunchMate Mixed Fruit Ice Cream Bar Delight,Desserts,4,Artificial Flavors,Unhealthy,Used for taste enhancement without nutritional value.,Artificial additives,
1083,MunchMate Mixed Fruit Ice Cream Bar Delight,Desserts,5,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
1084,SmartSnack Chilli Lime Frozen Dessert Mix,Desserts,1,Cocoa Powder,Neutral,,,Used for flavor.
1084,SmartSnack Chilli Lime Frozen Dessert Mix,Desserts,2,Stabilizers,Neutral,,,Used to maintain texture.
1084,SmartSnack Chilli Lime Frozen Dessert Mix,Desserts,3,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
1084,SmartSnack Chilli Lime Frozen Dessert Mix,Desserts,4,Artificial Flavors,Unhealthy,Used for taste enhancement without nutritional value.,Artificial additives,
1084,SmartSnack Chilli Lime Frozen Dessert Mix,Desserts,5,Cream,Unhealthy,Can increase saturated fat load.,Saturated fat,
1085,YumBasket Caramel Pudding Cup,Desserts,1,Sugar,Unhealthy,High added sugar can spike blood glucose and increase calorie intake with low satiety.,High sugar,
